_id,processo_numero,processo_ocorrencia
9696,8080971419,Arvores em Risco
9697,8080969317,Não há Ocorrência para essa Solicitação
9698,8080963122,Não há Ocorrência para essa Solicitação
9699,8080961922,Imoveis com Danos/Risco
9700,8080959419,Não há Ocorrência para essa Solicitação
9701,8080953818,Deslizamentos de Barreiras
9702,8080945322,Não há Ocorrência para essa Solicitação
9703,8080921722,Imoveis Alagados
9704,8080921719,Não há Ocorrência para essa Solicitação
9705,8080912819,Imoveis com Danos/Risco
9706,8080902219,Incendios
9707,8080902219,Imoveis com Danos/Risco
9708,8080897919,Não há Ocorrência para essa Solicitação
9709,8080895017,Imoveis com Danos/Risco
9710,8080882122,Não há Ocorrência para essa Solicitação
9711,8080880922,Deslizamentos de Barreiras
9712,8080866622,Muro com Danos
9713,8080864322,Não há Ocorrência para essa Solicitação
9714,8080851220,Não há Ocorrência para essa Solicitação
9715,8080843818,Não há Ocorrência para essa Solicitação
9716,8080843619,Imoveis com Danos/Risco
9717,8080843020,Imoveis com Danos/Risco
9718,8080822922,Não há Ocorrência para essa Solicitação
9719,8080819822,Deslizamentos de Barreiras
9720,8080819822,Não há Ocorrência para essa Solicitação
9721,8080818321,Deslizamentos de Barreiras
9722,8080815222,Não há Ocorrência para essa Solicitação
9723,8080811921,Imoveis com Danos/Risco
9724,8080807022,Arvores em Risco
9725,8080804022,Não há Ocorrência para essa Solicitação
9726,8080799719,Não há Ocorrência para essa Solicitação
9727,8080799719,Deslizamentos de Barreiras
9728,8080798022,Deslizamentos de Barreiras
9729,8080791622,Deslizamentos de Barreiras
9730,8080789321,Não há Ocorrência para essa Solicitação
9731,8080777521,Não há Ocorrência para essa Solicitação
9732,8080776722,Imoveis com Danos/Risco
9733,8080770217,Não há Ocorrência para essa Solicitação
9734,8080765522,Não há Ocorrência para essa Solicitação
9735,8080762622,Não há Ocorrência para essa Solicitação
9736,8080761019,Não há Ocorrência para essa Solicitação
9737,8080760322,Alagamentos
9738,8080759519,Não há Ocorrência para essa Solicitação
9739,8080758922,Não há Ocorrência para essa Solicitação
9740,8080757219,Deslizamentos de Barreiras
9741,8080756622,Não há Ocorrência para essa Solicitação
9742,8080754322,Não há Ocorrência para essa Solicitação
9743,8080753020,Não há Ocorrência para essa Solicitação
9744,8080752417,Invasao de Terreno de Auxilio Moradia
9745,8080745422,Imoveis com Danos/Risco
9746,8080745419,Não há Ocorrência para essa Solicitação
9747,8080739419,Não há Ocorrência para essa Solicitação
9748,8080738018,Não há Ocorrência para essa Solicitação
9749,8080737122,Não há Ocorrência para essa Solicitação
9750,8080729220,Não há Ocorrência para essa Solicitação
9751,8080719322,Não há Ocorrência para essa Solicitação
9752,8080705222,Imoveis com Danos/Risco
9753,8080701722,Não há Ocorrência para essa Solicitação
9754,8080697019,Arvores em Risco
9755,8080697019,Deslizamentos de Barreiras
9756,8080689020,Não há Ocorrência para essa Solicitação
9757,8080687422,Não há Ocorrência para essa Solicitação
9758,8080679517,Arvores em Risco
9759,8080677220,Não há Ocorrência para essa Solicitação
9760,8080676617,Não há Ocorrência para essa Solicitação
9761,8080646020,Não há Ocorrência para essa Solicitação
9762,8080641817,Imoveis com Danos/Risco
9763,8080638322,Não há Ocorrência para essa Solicitação
9764,8080632522,Não há Ocorrência para essa Solicitação
9765,8080631220,Muro com Danos
9766,8080631021,Não há Ocorrência para essa Solicitação
9767,8080630219,Não há Ocorrência para essa Solicitação
9768,8080617622,Arvores em Risco
9769,8080614921,Não há Ocorrência para essa Solicitação
9770,8080614722,Não há Ocorrência para essa Solicitação
9771,8080612621,Não há Ocorrência para essa Solicitação
9772,8080612422,Não há Ocorrência para essa Solicitação
9773,8080610321,Não há Ocorrência para essa Solicitação
9774,8080609322,Não há Ocorrência para essa Solicitação
9775,8080602922,Não há Ocorrência para essa Solicitação
9776,8080600622,Não há Ocorrência para essa Solicitação
9777,8080598122,Imoveis com Danos/Risco
9778,8080595222,Não há Ocorrência para essa Solicitação
9779,8080590022,Imoveis com Danos/Risco
9780,8080583621,Não há Ocorrência para essa Solicitação
9781,8080582822,Imoveis com Danos/Risco
9782,8080582822,Muro com Danos
9783,8080577817,Não há Ocorrência para essa Solicitação
9784,8080577621,Não há Ocorrência para essa Solicitação
9785,8080573922,Não há Ocorrência para essa Solicitação
9786,8080570019,Não há Ocorrência para essa Solicitação
9787,8080568718,Não há Ocorrência para essa Solicitação
9788,8080568522,Não há Ocorrência para essa Solicitação
9789,8080564317,Imoveis com Danos/Risco
9790,8080563322,Alagamentos
9791,8080563322,Deslizamentos de Barreiras
9792,8080561022,Imoveis com Danos/Risco
9793,8080558022,Imoveis com Danos/Risco
9794,8080557717,Imoveis com Danos/Risco
9795,8080555022,Não há Ocorrência para essa Solicitação
9796,8080553822,Não há Ocorrência para essa Solicitação
9797,8080551522,Imoveis com Danos/Risco
9798,8080549022,Imoveis com Danos/Risco
9799,8080549022,Alagamentos
9800,8080547822,Deslizamentos de Barreiras
9801,8080547822,Imoveis com Danos/Risco
9802,8080545522,Imoveis com Danos/Risco
9803,8080544021,Não há Ocorrência para essa Solicitação
9804,8080540322,Deslizamentos de Barreiras
9805,8080538922,Invasao de Terreno de Auxilio Moradia
9806,8080536622,Deslizamentos de Barreiras
9807,8080532019,Imoveis com Danos/Risco
9808,8080519817,Invasao de Terreno de Auxilio Moradia
9809,8080519817,Imoveis com Danos/Risco
9810,8080518822,Não há Ocorrência para essa Solicitação
9811,8080514418,Não há Ocorrência para essa Solicitação
9812,8080513622,Não há Ocorrência para essa Solicitação
9813,8080509922,Não há Ocorrência para essa Solicitação
9814,8080507622,Não há Ocorrência para essa Solicitação
9815,8080504918,Não há Ocorrência para essa Solicitação
9816,8080503022,Não há Ocorrência para essa Solicitação
9817,8080501822,Não há Ocorrência para essa Solicitação
9818,8080499518,Não há Ocorrência para essa Solicitação
9819,8080499322,Não há Ocorrência para essa Solicitação
9820,8080497218,Imoveis com Danos/Risco
9821,8080497022,Não há Ocorrência para essa Solicitação
9822,8080495822,Não há Ocorrência para essa Solicitação
9823,8080493718,Imoveis com Danos/Risco
9824,8080491222,Não há Ocorrência para essa Solicitação
9825,8080489822,Não há Ocorrência para essa Solicitação
9826,8080489117,Imoveis com Danos/Risco
9827,8080481921,Não há Ocorrência para essa Solicitação
9828,8080481722,Não há Ocorrência para essa Solicitação
9829,8080479222,Não há Ocorrência para essa Solicitação
9830,8080477022,Não há Ocorrência para essa Solicitação
9831,8080475722,Não há Ocorrência para essa Solicitação
9832,8080473817,Imoveis com Danos/Risco
9833,8080473422,Muro com Danos
9834,8080471122,Não há Ocorrência para essa Solicitação
9835,8080470917,Imoveis com Danos/Risco
9836,8080459119,Não há Ocorrência para essa Solicitação
9837,8080457919,Imoveis com Danos/Risco
9838,8080452017,Imoveis com Danos/Risco
9839,8080447717,Deslizamentos de Barreiras
9840,8080447717,Imoveis com Danos/Risco
9841,8080442520,Não há Ocorrência para essa Solicitação
9842,8080436119,Não há Ocorrência para essa Solicitação
9843,8080435718,Não há Ocorrência para essa Solicitação
9844,8080435522,Imoveis com Danos/Risco
9845,8080432622,Muro com Danos
9846,8080432622,Imoveis com Danos/Risco
9847,8080432017,Não há Ocorrência para essa Solicitação
9848,8080422420,Não há Ocorrência para essa Solicitação
9849,8080418319,Imoveis com Danos/Risco
9850,8080416218,Não há Ocorrência para essa Solicitação
9851,8080399922,Imoveis com Danos/Risco
9852,8080393616,Alagamentos
9853,8080393616,Imoveis com Danos/Risco
9854,8080391316,Imoveis com Danos/Risco
9855,8080383721,Não há Ocorrência para essa Solicitação
9856,8080375421,Não há Ocorrência para essa Solicitação
9857,8080372521,Não há Ocorrência para essa Solicitação
9858,8080371719,Imoveis com Danos/Risco
9859,8080369219,Imoveis com Danos/Risco
9860,8080369219,Arvores em Risco
9861,8080366322,Arvores em Risco
9862,8080361119,Não há Ocorrência para essa Solicitação
9863,8080358616,Não há Ocorrência para essa Solicitação
9864,8080351622,Alagamentos
9865,8080349520,Não há Ocorrência para essa Solicitação
9866,8080347922,Alagamentos
9867,8080336722,Não há Ocorrência para essa Solicitação
9868,8080331920,Não há Ocorrência para essa Solicitação
9869,8080331522,Imoveis Alagados
9870,8080331519,Não há Ocorrência para essa Solicitação
9871,8080331519,Deslizamentos de Barreiras
9872,8080329022,Imoveis Alagados
9873,8080321022,Não há Ocorrência para essa Solicitação
9874,8080321022,Imoveis com Danos/Risco
9875,8080317222,Não há Ocorrência para essa Solicitação
9876,8080317222,Imoveis com Danos/Risco
9877,8080312221,Não há Ocorrência para essa Solicitação
9878,8080307719,Imoveis com Danos/Risco
9879,8080304120,Não há Ocorrência para essa Solicitação
9880,8080302522,Imoveis com Danos/Risco
9881,8080300421,Imoveis com Danos/Risco
9882,8080291322,Imoveis com Danos/Risco
9883,8080288620,Não há Ocorrência para essa Solicitação
9884,8080288222,Não há Ocorrência para essa Solicitação
9885,8080287116,Não há Ocorrência para essa Solicitação
9886,8080285720,Imoveis com Danos/Risco
9887,8080283019,Não há Ocorrência para essa Solicitação
9888,8080279521,Imoveis com Danos/Risco
9889,8080279319,Não há Ocorrência para essa Solicitação
9890,8080276422,Não há Ocorrência para essa Solicitação
9891,8080272416,Não há Ocorrência para essa Solicitação
9892,8080265219,Não há Ocorrência para essa Solicitação
9893,8080263022,Imoveis Alagados
9894,8080256319,Imoveis com Danos/Risco
9895,8080252822,Imoveis com Danos/Risco
9896,8080249020,Não há Ocorrência para essa Solicitação
9897,8080248221,Imoveis com Danos/Risco
9898,8080245321,Invasao de Terreno de Auxilio Moradia
9899,8080243922,Imoveis com Danos/Risco
9900,8080241020,Não há Ocorrência para essa Solicitação
9901,8080232722,Arvores em Risco
9902,8080225019,Deslizamentos de Barreiras
9903,8080224422,Arvores em Risco
9904,8080222119,Imoveis com Danos/Risco
9905,8080218419,Não há Ocorrência para essa Solicitação
9906,8080214018,Não há Ocorrência para essa Solicitação
9907,8080212821,Não há Ocorrência para essa Solicitação
9908,8080212020,Não há Ocorrência para essa Solicitação
9909,8080201820,Imoveis com Danos/Risco
9910,8080184617,Não há Ocorrência para essa Solicitação
9911,8080183622,Não há Ocorrência para essa Solicitação
9912,8080175322,Imoveis com Danos/Risco
9913,8080171021,Imoveis com Danos/Risco
9914,8080169518,Imoveis com Danos/Risco
9915,8080167019,Não há Ocorrência para essa Solicitação
9916,8080165822,Arvores em Risco
9917,8080163016,Imoveis com Danos/Risco
9918,8080157718,Não há Ocorrência para essa Solicitação
9919,8080151722,Não há Ocorrência para essa Solicitação
9920,8080145921,Imoveis com Danos/Risco
9921,8080145722,Não há Ocorrência para essa Solicitação
9922,8080139719,Não há Ocorrência para essa Solicitação
9923,8080136021,Não há Ocorrência para essa Solicitação
9924,8080134920,Não há Ocorrência para essa Solicitação
9925,8080132222,Imoveis com Danos/Risco
9926,8080130317,Arvores em Risco
9927,8080129318,Imoveis com Danos/Risco
9928,8080127922,Não há Ocorrência para essa Solicitação
9929,8080124022,Desabamento Parcial Imoveis
9930,8080121221,Não há Ocorrência para essa Solicitação
9931,8080119622,Muro com Danos
9932,8080119622,Não há Ocorrência para essa Solicitação
9933,8080117720,Imoveis com Danos/Risco
9934,8080110018,Imoveis com Danos/Risco
9935,8080109417,Não há Ocorrência para essa Solicitação
9936,8080109221,Imoveis com Danos/Risco
9937,8080107021,Não há Ocorrência para essa Solicitação
9938,8080105522,Não há Ocorrência para essa Solicitação
9939,8080103816,Não há Ocorrência para essa Solicitação
9940,8080096116,Não há Ocorrência para essa Solicitação
9941,8080095121,Não há Ocorrência para essa Solicitação
9942,8080086616,Não há Ocorrência para essa Solicitação
9943,8080083321,Não há Ocorrência para essa Solicitação
9944,8080083318,Imoveis com Danos/Risco
9945,8080080421,Não há Ocorrência para essa Solicitação
9946,8080078021,Não há Ocorrência para essa Solicitação
9947,8080076721,Não há Ocorrência para essa Solicitação
9948,8080075922,Não há Ocorrência para essa Solicitação
9949,8080069217,Deslizamentos de Barreiras
9950,8080068421,Não há Ocorrência para essa Solicitação
9951,8080068219,Não há Ocorrência para essa Solicitação
9952,8080065521,Incendios
9953,8080061819,Imoveis com Danos/Risco
9954,8080058722,Não há Ocorrência para essa Solicitação
9955,8080054119,Não há Ocorrência para essa Solicitação
9956,8080049018,Muro com Danos
9957,8080041722,Não há Ocorrência para essa Solicitação
9958,8080020022,Imoveis com Danos/Risco
9959,8080012020,Deslizamentos de Barreiras
9960,8080004422,Imoveis com Danos/Risco
9961,8079998118,Não há Ocorrência para essa Solicitação
9962,8079997319,Não há Ocorrência para essa Solicitação
9963,8079996722,Não há Ocorrência para essa Solicitação
9964,8079995019,Não há Ocorrência para essa Solicitação
9965,8079992122,Não há Ocorrência para essa Solicitação
9966,8079986517,Não há Ocorrência para essa Solicitação
9967,8079985016,Não há Ocorrência para essa Solicitação
9968,8079975320,Não há Ocorrência para essa Solicitação
9969,8079972019,Não há Ocorrência para essa Solicitação
9970,8079970117,Muro com Danos
9971,8079966417,Imoveis com Danos/Risco
9972,8079961919,Não há Ocorrência para essa Solicitação
9973,8079955919,Não há Ocorrência para essa Solicitação
9974,8079948222,Imoveis com Danos/Risco
9975,8079947619,Não há Ocorrência para essa Solicitação
9976,8079939916,Não há Ocorrência para essa Solicitação
9977,8079934318,Não há Ocorrência para essa Solicitação
9978,8079934122,Não há Ocorrência para essa Solicitação
9979,8079919816,Imoveis com Danos/Risco
9980,8079918622,Alagamentos
9981,8079916322,Não há Ocorrência para essa Solicitação
9982,8079915017,Não há Ocorrência para essa Solicitação
9983,8079913422,Deslizamentos de Barreiras
9984,8079913016,Não há Ocorrência para essa Solicitação
9985,8079909216,Não há Ocorrência para essa Solicitação
9986,8079905716,Não há Ocorrência para essa Solicitação
9987,8079903416,Muro com Danos
9988,8079896816,Não há Ocorrência para essa Solicitação
9989,8079894516,Não há Ocorrência para essa Solicitação
9990,8079891221,Não há Ocorrência para essa Solicitação
9991,8079890016,Não há Ocorrência para essa Solicitação
9992,8079889622,Deslizamentos de Barreiras
9993,8079889622,Imoveis com Danos/Risco
9994,8079888516,Não há Ocorrência para essa Solicitação
9995,8079886216,Não há Ocorrência para essa Solicitação
9996,8079878016,Não há Ocorrência para essa Solicitação
9997,8079872821,Não há Ocorrência para essa Solicitação
9998,8079867816,Não há Ocorrência para essa Solicitação
9999,8079863719,Muro com Danos
10000,8079862417,Imoveis com Danos/Risco
10001,8079861422,Não há Ocorrência para essa Solicitação
10002,8079860316,Não há Ocorrência para essa Solicitação
10003,8079855419,Imoveis com Danos/Risco
10004,8079854316,Não há Ocorrência para essa Solicitação
10005,8079851018,Deslizamentos de Barreiras
10006,8079850620,Invasao de Terreno de Auxilio Moradia
10007,8079837619,Não há Ocorrência para essa Solicitação
10008,8079836516,Imoveis com Danos/Risco
10009,8079829518,Imoveis com Danos/Risco
10010,8079823519,Deslizamentos de Barreiras
10011,8079822922,Não há Ocorrência para essa Solicitação
10012,8079816416,Não há Ocorrência para essa Solicitação
10013,8079807022,Imoveis Alagados
10014,8079797419,Não há Ocorrência para essa Solicitação
10015,8079792219,Arvores em Risco
10016,8079792219,Não há Ocorrência para essa Solicitação
10017,8079788522,Não há Ocorrência para essa Solicitação
10018,8079787919,Arvores em Risco
10019,8079786222,Imoveis com Danos/Risco
10020,8079780016,Imoveis com Danos/Risco
10021,8079777322,Não há Ocorrência para essa Solicitação
10022,8079774422,Imoveis com Danos/Risco
10023,8079774422,Deslizamentos de Barreiras
10024,8079768422,Alagamentos
10025,8079764922,Não há Ocorrência para essa Solicitação
10026,8079762622,Não há Ocorrência para essa Solicitação
10027,8079760916,Não há Ocorrência para essa Solicitação
10028,8079752616,Imoveis com Danos/Risco
10029,8079751621,Não há Ocorrência para essa Solicitação
10030,8079747216,Não há Ocorrência para essa Solicitação
10031,8079743318,Não há Ocorrência para essa Solicitação
10032,8079740222,Arvores em Risco
10033,8079737122,Imoveis com Danos/Risco
10034,8079737122,Deslizamentos de Barreiras
10035,8079733619,Deslizamentos de Barreiras
10036,8079732516,Muro com Danos
10037,8079729416,Não há Ocorrência para essa Solicitação
10038,8079725916,Não há Ocorrência para essa Solicitação
10039,8079717019,Não há Ocorrência para essa Solicitação
10040,8079714119,Desabamento Parcial Imoveis
10041,8079712217,Não há Ocorrência para essa Solicitação
10042,8079710020,Não há Ocorrência para essa Solicitação
10043,8079709117,Não há Ocorrência para essa Solicitação
10044,8079706018,Não há Ocorrência para essa Solicitação
10045,8079705617,Não há Ocorrência para essa Solicitação
10046,8079697022,Alagamentos
10047,8079695921,Não há Ocorrência para essa Solicitação
10048,8079691517,Não há Ocorrência para essa Solicitação
10049,8079686819,Imoveis com Danos/Risco
10050,8079681619,Não há Ocorrência para essa Solicitação
10051,8079680320,Não há Ocorrência para essa Solicitação
10052,8079673319,Imoveis com Danos/Risco
10053,8079670419,Não há Ocorrência para essa Solicitação
10054,8079668019,Arvores em Risco
10055,8079663819,Não há Ocorrência para essa Solicitação
10056,8079660919,Deslizamentos de Barreiras
10057,8079659022,Não há Ocorrência para essa Solicitação
10058,8079658419,Não há Ocorrência para essa Solicitação
10059,8079654416,Não há Ocorrência para essa Solicitação
10060,8079650319,Arvores em Risco
10061,8079644322,Não há Ocorrência para essa Solicitação
10062,8079642022,Não há Ocorrência para essa Solicitação
10063,8079640819,Postes em Risco
10064,8079638319,Não há Ocorrência para essa Solicitação
10065,8079633321,Não há Ocorrência para essa Solicitação
10066,8079633119,Não há Ocorrência para essa Solicitação
10067,8079631922,Arvores em Risco
10068,8079627122,Muro com Danos
10069,8079625919,Não há Ocorrência para essa Solicitação
10070,8079624421,Não há Ocorrência para essa Solicitação
10071,8079618219,Não há Ocorrência para essa Solicitação
10072,8079617017,Invasao de Terreno de Auxilio Moradia
10073,8079614722,Imoveis com Danos/Risco
10074,8079610122,Não há Ocorrência para essa Solicitação
10075,8079609521,Não há Ocorrência para essa Solicitação
10076,8079605822,Muro com Danos
10077,8079602922,Muro com Danos
10078,8079602416,Imoveis com Danos/Risco
10079,8079595418,Não há Ocorrência para essa Solicitação
10080,8079593022,Arvores em Risco
10081,8079592717,Não há Ocorrência para essa Solicitação
10082,8079588818,Não há Ocorrência para essa Solicitação
10083,8079584616,Não há Ocorrência para essa Solicitação
10084,8079582822,Muro com Danos
10085,8079577621,Imoveis com Danos/Risco
10086,8079577419,Não há Ocorrência para essa Solicitação
10087,8079575122,Não há Ocorrência para essa Solicitação
10088,8079572418,Não há Ocorrência para essa Solicitação
10089,8079571116,Muro com Danos
10090,8079570019,Não há Ocorrência para essa Solicitação
10091,8079565017,Não há Ocorrência para essa Solicitação
10092,8079560422,Não há Ocorrência para essa Solicitação
10093,8079558320,Não há Ocorrência para essa Solicitação
10094,8079555420,Arvores em Risco
10095,8079549022,Não há Ocorrência para essa Solicitação
10096,8079539519,Não há Ocorrência para essa Solicitação
10097,8079538217,Imoveis com Danos/Risco
10098,8079538217,Arvores em Risco
10099,8079532218,Não há Ocorrência para essa Solicitação
10100,8079530120,Não há Ocorrência para essa Solicitação
10101,8079529022,Imoveis com Danos/Risco
10102,8079529022,Imoveis Alagados
10103,8079521217,Muro com Danos
10104,8079518117,Imoveis com Danos/Risco
10105,8079515919,Não há Ocorrência para essa Solicitação
10106,8079513622,Imoveis com Danos/Risco
10107,8079510722,Muro com Danos
10108,8079509217,Imoveis com Danos/Risco
10109,8079507818,Não há Ocorrência para essa Solicitação
10110,8079506317,Muro com Danos
10111,8079503019,Não há Ocorrência para essa Solicitação
10112,8079502618,Não há Ocorrência para essa Solicitação
10113,8079500517,Arvores em Risco
10114,8079500517,Imoveis com Danos/Risco
10115,8079496817,Não há Ocorrência para essa Solicitação
10116,8079490619,Não há Ocorrência para essa Solicitação
10117,8079489316,Não há Ocorrência para essa Solicitação
10118,8079486922,Não há Ocorrência para essa Solicitação
10119,8079486919,Não há Ocorrência para essa Solicitação
10120,8079483118,Tombamento de Arvores
10121,8079481921,Não há Ocorrência para essa Solicitação
10122,8079479219,Imoveis com Danos/Risco
10123,8079478622,Não há Ocorrência para essa Solicitação
10124,8079467618,Não há Ocorrência para essa Solicitação
10125,8079457416,Não há Ocorrência para essa Solicitação
10126,8079444621,Não há Ocorrência para essa Solicitação
10127,8079442716,Invasao de Terreno de Auxilio Moradia
10128,8079438419,Não há Ocorrência para essa Solicitação
10129,8079428416,Não há Ocorrência para essa Solicitação
10130,8079413122,Não há Ocorrência para essa Solicitação
10131,8079407122,Não há Ocorrência para essa Solicitação
10132,8079401319,Muro com Danos
10133,8079395319,Não há Ocorrência para essa Solicitação
10134,8079393022,Imoveis com Danos/Risco
10135,8079379117,Muro com Danos
10136,8079375222,Não há Ocorrência para essa Solicitação
10137,8079373019,Não há Ocorrência para essa Solicitação
10138,8079369421,Não há Ocorrência para essa Solicitação
10139,8079366319,Não há Ocorrência para essa Solicitação
10140,8079358221,Imoveis com Danos/Risco
10141,8079357618,Imoveis com Danos/Risco
10142,8079352222,Alagamentos
10143,8079350022,Imoveis com Danos/Risco
10144,8079346418,Não há Ocorrência para essa Solicitação
10145,8079344022,Imoveis com Danos/Risco
10146,8079343518,Não há Ocorrência para essa Solicitação
10147,8079336918,Não há Ocorrência para essa Solicitação
10148,8079335616,Desabamento Total Imoveis
10149,8079335420,Não há Ocorrência para essa Solicitação
10150,8079327316,Não há Ocorrência para essa Solicitação
10151,8079325522,Imoveis com Danos/Risco
10152,8079323816,Imoveis com Danos/Risco
10153,8079323222,Não há Ocorrência para essa Solicitação
10154,8079310819,Não há Ocorrência para essa Solicitação
10155,8079307722,Imoveis com Danos/Risco
10156,8079306218,Não há Ocorrência para essa Solicitação
10157,8079304822,Imoveis com Danos/Risco
10158,8079303520,Não há Ocorrência para essa Solicitação
10159,8079303520,Muro com Danos
10160,8079301922,Não há Ocorrência para essa Solicitação
10161,8079300219,Muro com Danos
10162,8079298021,Não há Ocorrência para essa Solicitação
10163,8079295922,Não há Ocorrência para essa Solicitação
10164,8079292317,Arvores em Risco
10165,8079291720,Não há Ocorrência para essa Solicitação
10166,8079290722,Imoveis com Danos/Risco
10167,8079290722,Imoveis Alagados
10168,8079288222,Não há Ocorrência para essa Solicitação
10169,8079288219,Imoveis com Danos/Risco
10170,8079282419,Deslizamentos de Barreiras
10171,8079280520,Não há Ocorrência para essa Solicitação
10172,8079280119,Não há Ocorrência para essa Solicitação
10173,8079279322,Imoveis com Danos/Risco
10174,8079276618,Imoveis com Danos/Risco
10175,8079275021,Imoveis com Danos/Risco
10176,8079271222,Arvores em Risco
10177,8079266018,Não há Ocorrência para essa Solicitação
10178,8079265222,Não há Ocorrência para essa Solicitação
10179,8079262717,Arvores em Risco
10180,8079259620,Arvores em Risco
10181,8079259421,Não há Ocorrência para essa Solicitação
10182,8079259418,Imoveis com Danos/Risco
10183,8079259219,Não há Ocorrência para essa Solicitação
10184,8079256720,Não há Ocorrência para essa Solicitação
10185,8079253422,Imoveis com Danos/Risco
10186,8079245122,Não há Ocorrência para essa Solicitação
10187,8079242222,Não há Ocorrência para essa Solicitação
10188,8079237922,Imoveis com Danos/Risco
10189,8079234320,Não há Ocorrência para essa Solicitação
10190,8079227322,Não há Ocorrência para essa Solicitação
10191,8079225022,Imoveis com Danos/Risco
10192,8079222517,Imoveis com Danos/Risco
10193,8079222119,Imoveis com Danos/Risco
10194,8079219420,Não há Ocorrência para essa Solicitação
10195,8079219019,Imoveis com Danos/Risco
10196,8079219019,Alagamentos
10197,8079213222,Não há Ocorrência para essa Solicitação
10198,8079211320,Não há Ocorrência para essa Solicitação
10199,8079210322,Não há Ocorrência para essa Solicitação
10200,8079205121,Invasao de Terreno de Auxilio Moradia
10201,8079205022,Imoveis com Danos/Risco
10202,8079200021,Imoveis com Danos/Risco
10203,8079198916,Não há Ocorrência para essa Solicitação
10204,8079196616,Não há Ocorrência para essa Solicitação
10205,8079196417,Não há Ocorrência para essa Solicitação
10206,8079193716,Arvores em Risco
10207,8079191021,Arvores em Risco
10208,8079187122,Não há Ocorrência para essa Solicitação
10209,8079182118,Não há Ocorrência para essa Solicitação
10210,8079182019,Não há Ocorrência para essa Solicitação
10211,8079180719,Não há Ocorrência para essa Solicitação
10212,8079178219,Não há Ocorrência para essa Solicitação
10213,8079175322,Não há Ocorrência para essa Solicitação
10214,8079169322,Não há Ocorrência para essa Solicitação
10215,8079167022,Não há Ocorrência para essa Solicitação
10216,8079164122,Não há Ocorrência para essa Solicitação
10217,8079162217,Muro com Danos
10218,8079161222,Não há Ocorrência para essa Solicitação
10219,8079158517,Não há Ocorrência para essa Solicitação
10220,8079157522,Imoveis com Danos/Risco
10221,8079155219,Não há Ocorrência para essa Solicitação
10222,8079153022,Não há Ocorrência para essa Solicitação
10223,8079151719,Imoveis com Danos/Risco
10224,8079148821,Não há Ocorrência para essa Solicitação
10225,8079146717,Muro com Danos
10226,8079140522,Não há Ocorrência para essa Solicitação
10227,8079139020,Não há Ocorrência para essa Solicitação
10228,8079132222,Não há Ocorrência para essa Solicitação
10229,8079129122,Não há Ocorrência para essa Solicitação
10230,8079125619,Não há Ocorrência para essa Solicitação
10231,8079123319,Não há Ocorrência para essa Solicitação
10232,8079122921,Imoveis com Danos/Risco
10233,8079115218,Não há Ocorrência para essa Solicitação
10234,8079112119,Não há Ocorrência para essa Solicitação
10235,8079102619,Não há Ocorrência para essa Solicitação
10236,8079100518,Não há Ocorrência para essa Solicitação
10237,8079096619,Não há Ocorrência para essa Solicitação
10238,8079083517,Imoveis com Danos/Risco
10239,8079080219,Não há Ocorrência para essa Solicitação
10240,8079076920,Não há Ocorrência para essa Solicitação
10241,8079067619,Não há Ocorrência para essa Solicitação
10242,8079061819,Muro com Danos
10243,8079061316,Muro com Danos
10244,8079061120,Não há Ocorrência para essa Solicitação
10245,8079061018,Não há Ocorrência para essa Solicitação
10246,8079057420,Não há Ocorrência para essa Solicitação
10247,8079056618,Não há Ocorrência para essa Solicitação
10248,8079054520,Deslizamentos de Barreiras
10249,8079049819,Arvores em Risco
10250,8079042717,Imoveis com Danos/Risco
10251,8079041020,Não há Ocorrência para essa Solicitação
10252,8079038622,Imoveis Alagados
10253,8079038020,Não há Ocorrência para essa Solicitação
10254,8079035020,Não há Ocorrência para essa Solicitação
10255,8079034022,Imoveis com Danos/Risco
10256,8079034022,Muro com Danos
10257,8079025119,Não há Ocorrência para essa Solicitação
10258,8079020019,Muro com Danos
10259,8079018522,Não há Ocorrência para essa Solicitação
10260,8079015622,Arvores em Risco
10261,8079015619,Não há Ocorrência para essa Solicitação
10262,8079011019,Não há Ocorrência para essa Solicitação
10263,8079008320,Imoveis com Danos/Risco
10264,8079005019,Não há Ocorrência para essa Solicitação
10265,8079004422,Muro com Danos
10266,8079002119,Imoveis com Danos/Risco
10267,8078999219,Não há Ocorrência para essa Solicitação
10268,8078995020,Não há Ocorrência para essa Solicitação
10269,8078986316,Imoveis com Danos/Risco
10270,8078985517,Não há Ocorrência para essa Solicitação
10271,8078985122,Alagamentos
10272,8078984920,Não há Ocorrência para essa Solicitação
10273,8078984519,Deslizamentos de Barreiras
10274,8078977919,Não há Ocorrência para essa Solicitação
10275,8078977416,Não há Ocorrência para essa Solicitação
10276,8078977220,Não há Ocorrência para essa Solicitação
10277,8078976418,Não há Ocorrência para essa Solicitação
10278,8078974019,Não há Ocorrência para essa Solicitação
10279,8078970419,Invasao de Terreno de Auxilio Moradia
10280,8078970419,Imoveis com Danos/Risco
10281,8078969818,Não há Ocorrência para essa Solicitação
10282,8078960922,Imoveis com Danos/Risco
10283,8078954217,Não há Ocorrência para essa Solicitação
10284,8078954018,Imoveis com Danos/Risco
10285,8078951019,Deslizamentos de Barreiras
10286,8078949522,Não há Ocorrência para essa Solicitação
10287,8078946622,Não há Ocorrência para essa Solicitação
