_id,processo_numero,processo_ocorrencia
49083,8021321523,Não há Ocorrência para essa Solicitação
49084,8021320420,Não há Ocorrência para essa Solicitação
49085,8021319023,Não há Ocorrência para essa Solicitação
49086,8021318514,Invasao de Terreno de Auxilio Moradia
49087,8021318020,Não há Ocorrência para essa Solicitação
49088,8021316720,Não há Ocorrência para essa Solicitação
49089,8021316322,Invasao de Terreno de Auxilio Moradia
49090,8021316214,Imoveis com Danos/Risco
49091,8021315523,Não há Ocorrência para essa Solicitação
49092,8021314221,Deslizamentos de Barreiras
49093,8021314221,Não há Ocorrência para essa Solicitação
49094,8021313422,Não há Ocorrência para essa Solicitação
49095,8021313223,Não há Ocorrência para essa Solicitação
49096,8021313016,Não há Ocorrência para essa Solicitação
49097,8021312120,Não há Ocorrência para essa Solicitação
49098,8021311122,Não há Ocorrência para essa Solicitação
49099,8021311023,Não há Ocorrência para essa Solicitação
49100,8021310920,Não há Ocorrência para essa Solicitação
49101,8021310721,Não há Ocorrência para essa Solicitação
49102,8021309722,Não há Ocorrência para essa Solicitação
49103,8021308923,Não há Ocorrência para essa Solicitação
49104,8021306623,Não há Ocorrência para essa Solicitação
49105,8021304522,Não há Ocorrência para essa Solicitação
49106,8021303723,Não há Ocorrência para essa Solicitação
49107,8021303217,Não há Ocorrência para essa Solicitação
49108,8021301622,Não há Ocorrência para essa Solicitação
49109,8021301423,Não há Ocorrência para essa Solicitação
49110,8021301315,Não há Ocorrência para essa Solicitação
49111,8021301116,Não há Ocorrência para essa Solicitação
49112,8021299716,Não há Ocorrência para essa Solicitação
49113,8021299023,Não há Ocorrência para essa Solicitação
49114,8021296816,Não há Ocorrência para essa Solicitação
49115,8021295315,Deslizamentos de Barreiras
49116,8021295315,Alagamentos
49117,8021294823,Não há Ocorrência para essa Solicitação
49118,8021294022,Não há Ocorrência para essa Solicitação
49119,8021292722,Não há Ocorrência para essa Solicitação
49120,8021292523,Não há Ocorrência para essa Solicitação
49121,8021290422,Não há Ocorrência para essa Solicitação
49122,8021290223,Não há Ocorrência para essa Solicitação
49123,8021289017,Não há Ocorrência para essa Solicitação
49124,8021288715,Deslizamentos de Barreiras
49125,8021286921,Não há Ocorrência para essa Solicitação
49126,8021286722,Não há Ocorrência para essa Solicitação
49127,8021284422,Não há Ocorrência para essa Solicitação
49128,8021283515,Não há Ocorrência para essa Solicitação
49129,8021283021,Não há Ocorrência para essa Solicitação
49130,8021282023,Não há Ocorrência para essa Solicitação
49131,8021281215,Imoveis com Danos/Risco
49132,8021280922,Muro com Danos
49133,8021278223,Não há Ocorrência para essa Solicitação
49134,8021276915,Arvores em Risco
49135,8021276023,Não há Ocorrência para essa Solicitação
49136,8021275522,Deslizamentos de Barreiras
49137,8021273222,Não há Ocorrência para essa Solicitação
49138,8021273023,Arvores em Risco
49139,8021273015,Não há Ocorrência para essa Solicitação
49140,8021271914,Não há Ocorrência para essa Solicitação
49141,8021271823,Não há Ocorrência para essa Solicitação
49142,8021269323,Não há Ocorrência para essa Solicitação
49143,8021267816,Não há Ocorrência para essa Solicitação
49144,8021267023,Não há Ocorrência para essa Solicitação
49145,8021266315,Não há Ocorrência para essa Solicitação
49146,8021265823,Não há Ocorrência para essa Solicitação
49147,8021264720,Não há Ocorrência para essa Solicitação
49148,8021264322,Não há Ocorrência para essa Solicitação
49149,8021263523,Não há Ocorrência para essa Solicitação
49150,8021261820,Não há Ocorrência para essa Solicitação
49151,8021261817,Imoveis com Danos/Risco
49152,8021261422,Não há Ocorrência para essa Solicitação
49153,8021261422,Deslizamentos de Barreiras
49154,8021260623,Não há Ocorrência para essa Solicitação
49155,8021258322,Arvores em Risco
49156,8021258214,Não há Ocorrência para essa Solicitação
49157,8021257523,Não há Ocorrência para essa Solicitação
49158,8021255621,Não há Ocorrência para essa Solicitação
49159,8021255223,Não há Ocorrência para essa Solicitação
49160,8021253023,Não há Ocorrência para essa Solicitação
49161,8021251814,Desabamento Total Imoveis
49162,8021251723,Não há Ocorrência para essa Solicitação
49163,8021251416,Deslizamentos de Barreiras
49164,8021250620,Não há Ocorrência para essa Solicitação
49165,8021249223,Imoveis com Danos/Risco
49166,8021248316,Não há Ocorrência para essa Solicitação
49167,8021247023,Não há Ocorrência para essa Solicitação
49168,8021246522,Não há Ocorrência para essa Solicitação
49169,8021245723,Não há Ocorrência para essa Solicitação
49170,8021244015,Não há Ocorrência para essa Solicitação
49171,8021242715,Deslizamentos de Barreiras
49172,8021242317,Não há Ocorrência para essa Solicitação
49173,8021241720,Não há Ocorrência para essa Solicitação
49174,8021240722,Deslizamentos de Barreiras
49175,8021240523,Não há Ocorrência para essa Solicitação
49176,8021240415,Deslizamentos de Barreiras
49177,8021240017,Não há Ocorrência para essa Solicitação
49178,8021239220,Não há Ocorrência para essa Solicitação
49179,8021238023,Não há Ocorrência para essa Solicitação
49180,8021237116,Não há Ocorrência para essa Solicitação
49181,8021237116,Deslizamentos de Barreiras
49182,8021236823,Não há Ocorrência para essa Solicitação
49183,8021236022,Tombamento de Arvores
49184,8021236022,Muro com Danos
49185,8021236022,Deslizamentos de Barreiras
49186,8021234523,Não há Ocorrência para essa Solicitação
49187,8021234020,Não há Ocorrência para essa Solicitação
49188,8021233417,Imoveis com Danos/Risco
49189,8021233022,Tombamento de Arvores
49190,8021231714,Não há Ocorrência para essa Solicitação
49191,8021231117,Não há Ocorrência para essa Solicitação
49192,8021230520,Não há Ocorrência para essa Solicitação
49193,8021230023,Arvores em Risco
49194,8021228719,Imoveis com Danos/Risco
49195,8021227923,Não há Ocorrência para essa Solicitação
49196,8021227022,Arvores em Risco
49197,8021226817,Não há Ocorrência para essa Solicitação
49198,8021225623,Não há Ocorrência para essa Solicitação
49199,8021225120,Não há Ocorrência para essa Solicitação
49200,8021223917,Não há Ocorrência para essa Solicitação
49201,8021223414,Não há Ocorrência para essa Solicitação
49202,8021223323,Não há Ocorrência para essa Solicitação
49203,8021221222,Não há Ocorrência para essa Solicitação
49204,8021221015,Imoveis com Danos/Risco
49205,8021220821,Não há Ocorrência para essa Solicitação
49206,8021219623,Não há Ocorrência para essa Solicitação
49207,8021218014,Não há Ocorrência para essa Solicitação
49208,8021218014,Deslizamentos de Barreiras
49209,8021217522,Não há Ocorrência para essa Solicitação
49210,8021217323,Não há Ocorrência para essa Solicitação
49211,8021216814,Não há Ocorrência para essa Solicitação
49212,8021216220,Não há Ocorrência para essa Solicitação
49213,8021215023,Não há Ocorrência para essa Solicitação
49214,8021214514,Não há Ocorrência para essa Solicitação
49215,8021213823,Não há Ocorrência para essa Solicitação
49216,8021212720,Não há Ocorrência para essa Solicitação
49217,8021211921,Não há Ocorrência para essa Solicitação
49218,8021211523,Não há Ocorrência para essa Solicitação
49219,8021211017,Não há Ocorrência para essa Solicitação
49220,8021209620,Não há Ocorrência para essa Solicitação
49221,8021208315,Muro com Danos
49222,8021208017,Não há Ocorrência para essa Solicitação
49223,8021207516,Não há Ocorrência para essa Solicitação
49224,8021207121,Não há Ocorrência para essa Solicitação
49225,8021207019,Não há Ocorrência para essa Solicitação
49226,8021205523,Não há Ocorrência para essa Solicitação
49227,8021205020,Não há Ocorrência para essa Solicitação
49228,8021203223,Não há Ocorrência para essa Solicitação
49229,8021201023,Não há Ocorrência para essa Solicitação
49230,8021200215,Invasao de Terreno de Auxilio Moradia
49231,8021199921,Não há Ocorrência para essa Solicitação
49232,8021199523,Não há Ocorrência para essa Solicitação
49233,8021198815,Desabamento Parcial Imoveis
49234,8021197223,Não há Ocorrência para essa Solicitação
49235,8021195023,Não há Ocorrência para essa Solicitação
49236,8021193723,Não há Ocorrência para essa Solicitação
49237,8021193217,Não há Ocorrência para essa Solicitação
49238,8021191423,Não há Ocorrência para essa Solicitação
49239,8021189321,Não há Ocorrência para essa Solicitação
49240,8021189023,Não há Ocorrência para essa Solicitação
49241,8021188215,Não há Ocorrência para essa Solicitação
49242,8021187723,Não há Ocorrência para essa Solicitação
49243,8021185423,Não há Ocorrência para essa Solicitação
49244,8021184317,Não há Ocorrência para essa Solicitação
49245,8021184022,Não há Ocorrência para essa Solicitação
49246,8021183123,Imoveis com Danos/Risco
49247,8021182415,Não há Ocorrência para essa Solicitação
49248,8021181923,Não há Ocorrência para essa Solicitação
49249,8021180016,Imoveis com Danos/Risco
49250,8021179821,Não há Ocorrência para essa Solicitação
49251,8021179423,Não há Ocorrência para essa Solicitação
49252,8021178516,Imoveis com Danos/Risco
49253,8021177319,Não há Ocorrência para essa Solicitação
49254,8021177123,Não há Ocorrência para essa Solicitação
49255,8021177015,Não há Ocorrência para essa Solicitação
49256,8021176216,Arvores em Risco
49257,8021175923,Não há Ocorrência para essa Solicitação
49258,8021174820,Não há Ocorrência para essa Solicitação
49259,8021174115,Não há Ocorrência para essa Solicitação
49260,8021173623,Não há Ocorrência para essa Solicitação
49261,8021173117,Arvores em Risco
49262,8021172915,Desabamento Parcial Imoveis
49263,8021171323,Não há Ocorrência para essa Solicitação
49264,8021170615,Arvores em Risco
49265,8021169923,Não há Ocorrência para essa Solicitação
49266,8021168820,Não há Ocorrência para essa Solicitação
49267,8021168817,Deslizamentos de Barreiras
49268,8021166517,Imoveis com Danos/Risco
49269,8021164615,Arvores em Risco
49270,8021163023,Não há Ocorrência para essa Solicitação
49271,8021162821,Não há Ocorrência para essa Solicitação
49272,8021162315,Não há Ocorrência para essa Solicitação
49273,8021162116,Deslizamentos de Barreiras
49274,8021162020,Não há Ocorrência para essa Solicitação
49275,8021160717,Não há Ocorrência para essa Solicitação
49276,8021160015,Não há Ocorrência para essa Solicitação
49277,8021159522,Arvores em Risco
49278,8021158615,Deslizamentos de Barreiras
49279,8021156423,Arvores em Risco
49280,8021156315,Deslizamentos de Barreiras
49281,8021154717,Não há Ocorrência para essa Solicitação
49282,8021154015,Arvores em Risco
49283,8021154015,Deslizamentos de Barreiras
49284,8021151223,Não há Ocorrência para essa Solicitação
49285,8021151115,Imoveis com Danos/Risco
49286,8021149715,Não há Ocorrência para essa Solicitação
49287,8021149320,Não há Ocorrência para essa Solicitação
49288,8021149121,Muro com Danos
49289,8021147415,Não há Ocorrência para essa Solicitação
49290,8021143520,Deslizamentos de Barreiras
49291,8021140620,Não há Ocorrência para essa Solicitação
49292,8021136215,Deslizamentos de Barreiras
49293,8021136016,Não há Ocorrência para essa Solicitação
49294,8021136016,Muro com Danos
49295,8021132516,Imoveis com Danos/Risco
49296,8021131322,Imoveis com Danos/Risco
49297,8021129220,Não há Ocorrência para essa Solicitação
49298,8021129217,Não há Ocorrência para essa Solicitação
49299,8021126715,Desabamento Total Imoveis
49300,8021121623,Não há Ocorrência para essa Solicitação
49301,8021120014,Imoveis com Danos/Risco
49302,8021119720,Não há Ocorrência para essa Solicitação
49303,8021115515,Deslizamentos de Barreiras
49304,8021112723,Não há Ocorrência para essa Solicitação
49305,8021110116,Não há Ocorrência para essa Solicitação
49306,8021108119,Imoveis com Danos/Risco
49307,8021104622,Não há Ocorrência para essa Solicitação
49308,8021103715,Deslizamentos de Barreiras
49309,8021101523,Não há Ocorrência para essa Solicitação
49310,8021099617,Não há Ocorrência para essa Solicitação
49311,8021099015,Deslizamentos de Barreiras
49312,8021098514,Imoveis com Danos/Risco
49313,8021097317,Não há Ocorrência para essa Solicitação
49314,8021096521,Não há Ocorrência para essa Solicitação
49315,8021096123,Imoveis com Danos/Risco
49316,8021095614,Não há Ocorrência para essa Solicitação
49317,8021095020,Não há Ocorrência para essa Solicitação
49318,8021095017,Não há Ocorrência para essa Solicitação
49319,8021093820,Não há Ocorrência para essa Solicitação
49320,8021089523,Imoveis com Danos/Risco
49321,8021089020,Invasao de Terreno de Auxilio Moradia
49322,8021087817,Não há Ocorrência para essa Solicitação
49323,8021086714,Não há Ocorrência para essa Solicitação
49324,8021086021,Não há Ocorrência para essa Solicitação
49325,8021086021,Imoveis com Danos/Risco
49326,8021085520,Não há Ocorrência para essa Solicitação
49327,8021085122,Não há Ocorrência para essa Solicitação
49328,8021084414,Não há Ocorrência para essa Solicitação
49329,8021084323,Não há Ocorrência para essa Solicitação
49330,8021083416,Imoveis com Danos/Risco
49331,8021080823,Não há Ocorrência para essa Solicitação
49332,8021079321,Deslizamentos de Barreiras
49333,8021077723,Não há Ocorrência para essa Solicitação
49334,8021077615,Desabamento Parcial Imoveis
49335,8021077615,Imoveis com Danos/Risco
49336,8021075619,Imoveis com Danos/Risco
49337,8021074121,Não há Ocorrência para essa Solicitação
49338,8021073717,Não há Ocorrência para essa Solicitação
49339,8021073123,Não há Ocorrência para essa Solicitação
49340,8021068121,Imoveis com Danos/Risco
49341,8021067916,Muro com Danos
49342,8021067015,Deslizamentos de Barreiras
49343,8021065923,Imoveis com Danos/Risco
49344,8021065815,Imoveis com Danos/Risco
49345,8021064820,Imoveis com Danos/Risco
49346,8021062023,Arvores em Risco
49347,8021061215,Invasao de Terreno de Auxilio Moradia
49348,8021060723,Não há Ocorrência para essa Solicitação
49349,8021059815,Imoveis com Danos/Risco
49350,8021059815,Arvores em Risco
49351,8021059420,Não há Ocorrência para essa Solicitação
49352,8021059019,Não há Ocorrência para essa Solicitação
49353,8021057021,Não há Ocorrência para essa Solicitação
49354,8021055920,Não há Ocorrência para essa Solicitação
49355,8021055016,Deslizamentos de Barreiras
49356,8021053015,Imoveis com Danos/Risco
49357,8021051516,Não há Ocorrência para essa Solicitação
49358,8021051320,Não há Ocorrência para essa Solicitação
49359,8021051022,Não há Ocorrência para essa Solicitação
49360,8021050015,Arvores em Risco
49361,8021050015,Deslizamentos de Barreiras
49362,8021049920,Arvores em Risco
49363,8021048922,Não há Ocorrência para essa Solicitação
49364,8021048416,Não há Ocorrência para essa Solicitação
49365,8021046315,Não há Ocorrência para essa Solicitação
49366,8021046116,Deslizamentos de Barreiras
49367,8021046020,Não há Ocorrência para essa Solicitação
49368,8021044916,Não há Ocorrência para essa Solicitação
49369,8021042815,Não há Ocorrência para essa Solicitação
49370,8021042616,Não há Ocorrência para essa Solicitação
49371,8021040316,Muro com Danos
49372,8021038916,Arvores em Risco
49373,8021038916,Deslizamentos de Barreiras
49374,8021038123,Não há Ocorrência para essa Solicitação
49375,8021037020,Não há Ocorrência para essa Solicitação
49376,8021036616,Deslizamentos de Barreiras
49377,8021035419,Não há Ocorrência para essa Solicitação
49378,8021032323,Não há Ocorrência para essa Solicitação
49379,8021031416,Deslizamentos de Barreiras
49380,8021030023,Não há Ocorrência para essa Solicitação
49381,8021029115,Deslizamentos de Barreiras
49382,8021029016,Deslizamentos de Barreiras
49383,8021024015,Arvores em Risco
49384,8021023116,Invasao de Terreno de Auxilio Moradia
49385,8021021916,Não há Ocorrência para essa Solicitação
49386,8021021916,Deslizamentos de Barreiras
49387,8021020020,Não há Ocorrência para essa Solicitação
49388,8021019723,Imoveis com Danos/Risco
49389,8021019416,Muro com Danos
49390,8021012016,Não há Ocorrência para essa Solicitação
49391,8021010520,Não há Ocorrência para essa Solicitação
49392,8021009521,Não há Ocorrência para essa Solicitação
49393,8021006115,Arvores em Risco
49394,8021004321,Não há Ocorrência para essa Solicitação
49395,8021003522,Não há Ocorrência para essa Solicitação
49396,8021003016,Não há Ocorrência para essa Solicitação
49397,8021002723,Não há Ocorrência para essa Solicitação
49398,8021001816,Não há Ocorrência para essa Solicitação
49399,8021001620,Arvores em Risco
49400,8020999823,Não há Ocorrência para essa Solicitação
49401,8020999516,Não há Ocorrência para essa Solicitação
49402,8020999320,Não há Ocorrência para essa Solicitação
49403,8020998322,Não há Ocorrência para essa Solicitação
49404,8020995422,Arvores em Risco
49405,8020995016,Invasao de Terreno de Auxilio Moradia
49406,8020994120,Não há Ocorrência para essa Solicitação
49407,8020993023,Não há Ocorrência para essa Solicitação
49408,8020992215,Tombamento de Arvores
49409,8020991416,Muro com Danos
49410,8020991217,Não há Ocorrência para essa Solicitação
49411,8020989817,Não há Ocorrência para essa Solicitação
49412,8020989422,Não há Ocorrência para essa Solicitação
49413,8020986215,Desabamento Total Imoveis
49414,8020986016,Não há Ocorrência para essa Solicitação
49415,8020983619,Imoveis com Danos/Risco
49416,8020983619,Muro com Danos
49417,8020983423,Não há Ocorrência para essa Solicitação
49418,8020982715,Imoveis com Danos/Risco
49419,8020982320,Não há Ocorrência para essa Solicitação
49420,8020981521,Muro com Danos
49421,8020981123,Não há Ocorrência para essa Solicitação
49422,8020980722,Não há Ocorrência para essa Solicitação
49423,8020980415,Imoveis com Danos/Risco
49424,8020979723,Não há Ocorrência para essa Solicitação
49425,8020977423,Não há Ocorrência para essa Solicitação
49426,8020976121,Não há Ocorrência para essa Solicitação
49427,8020976022,Não há Ocorrência para essa Solicitação
49428,8020975319,Não há Ocorrência para essa Solicitação
49429,8020974523,Não há Ocorrência para essa Solicitação
49430,8020971623,Não há Ocorrência para essa Solicitação
49431,8020970517,Não há Ocorrência para essa Solicitação
49432,8020967022,Não há Ocorrência para essa Solicitação
49433,8020966820,Muro com Danos
49434,8020960423,Não há Ocorrência para essa Solicitação
49435,8020958915,Imoveis com Danos/Risco
49436,8020957721,Tombamento de Arvores
49437,8020955620,Imoveis com Danos/Risco
49438,8020955421,Não há Ocorrência para essa Solicitação
49439,8020952123,Não há Ocorrência para essa Solicitação
49440,8020950417,Não há Ocorrência para essa Solicitação
49441,8020948821,Não há Ocorrência para essa Solicitação
49442,8020945020,Não há Ocorrência para essa Solicitação
49443,8020944022,Arvores em Risco
49444,8020943115,Não há Ocorrência para essa Solicitação
49445,8020939017,Deslizamentos de Barreiras
49446,8020937820,Não há Ocorrência para essa Solicitação
49447,8020937115,Muro com Danos
49448,8020936819,Não há Ocorrência para essa Solicitação
49449,8020935915,Muro com Danos
49450,8020934323,Não há Ocorrência para essa Solicitação
49451,8020932023,Não há Ocorrência para essa Solicitação
49452,8020931017,Não há Ocorrência para essa Solicitação
49453,8020929023,Arvores em Risco
49454,8020929023,Não há Ocorrência para essa Solicitação
49455,8020923322,Não há Ocorrência para essa Solicitação
49456,8020922216,Não há Ocorrência para essa Solicitação
49457,8020922017,Deslizamentos de Barreiras
49458,8020920115,Não há Ocorrência para essa Solicitação
49459,8020918516,Não há Ocorrência para essa Solicitação
49460,8020918317,Imoveis com Danos/Risco
49461,8020916415,Não há Ocorrência para essa Solicitação
49462,8020915417,Arvores em Risco
49463,8020913120,Não há Ocorrência para essa Solicitação
49464,8020913117,Não há Ocorrência para essa Solicitação
49465,8020912122,Arvores em Risco
49466,8020910220,Não há Ocorrência para essa Solicitação
49467,8020910217,Não há Ocorrência para essa Solicitação
49468,8020910021,Não há Ocorrência para essa Solicitação
49469,8020908817,Não há Ocorrência para essa Solicitação
49470,8020908621,Não há Ocorrência para essa Solicitação
49471,8020908223,Não há Ocorrência para essa Solicitação
49472,8020907515,Deslizamentos de Barreiras
49473,8020906520,Não há Ocorrência para essa Solicitação
49474,8020906321,Imoveis com Danos/Risco
49475,8020905917,Não há Ocorrência para essa Solicitação
49476,8020905323,Imoveis com Danos/Risco
49477,8020903617,Não há Ocorrência para essa Solicitação
49478,8020903421,Não há Ocorrência para essa Solicitação
49479,8020902423,Não há Ocorrência para essa Solicitação
49480,8020901320,Imoveis com Danos/Risco
49481,8020901317,Deslizamentos de Barreiras
49482,8020901121,Não há Ocorrência para essa Solicitação
49483,8020900015,Deslizamentos de Barreiras
49484,8020897617,Não há Ocorrência para essa Solicitação
49485,8020896020,Não há Ocorrência para essa Solicitação
49486,8020895715,Deslizamentos de Barreiras
49487,8020895715,Não há Ocorrência para essa Solicitação
49488,8020895317,Não há Ocorrência para essa Solicitação
49489,8020894214,Não há Ocorrência para essa Solicitação
49490,8020894123,Não há Ocorrência para essa Solicitação
49491,8020893722,Não há Ocorrência para essa Solicitação
49492,8020893017,Deslizamentos de Barreiras
49493,8020892420,Deslizamentos de Barreiras
49494,8020889823,Não há Ocorrência para essa Solicitação
49495,8020889823,Muro com Danos
49496,8020889317,Não há Ocorrência para essa Solicitação
49497,8020889022,Não há Ocorrência para essa Solicitação
49498,8020887523,Não há Ocorrência para essa Solicitação
49499,8020886417,Não há Ocorrência para essa Solicitação
49500,8020885820,Deslizamentos de Barreiras
49501,8020884117,Muro com Danos
49502,8020883520,Não há Ocorrência para essa Solicitação
49503,8020881220,Não há Ocorrência para essa Solicitação
49504,8020880816,Não há Ocorrência para essa Solicitação
49505,8020878018,Não há Ocorrência para essa Solicitação
49506,8020877520,Arvores em Risco
49507,8020877517,Não há Ocorrência para essa Solicitação
49508,8020874620,Não há Ocorrência para essa Solicitação
49509,8020871123,Não há Ocorrência para essa Solicitação
49510,8020871015,Não há Ocorrência para essa Solicitação
49511,8020870216,Muro com Danos
49512,8020870017,Não há Ocorrência para essa Solicitação
49513,8020869723,Não há Ocorrência para essa Solicitação
49514,8020868620,Arvores em Risco
49515,8020868015,Arvores em Risco
49516,8020866715,Não há Ocorrência para essa Solicitação
49517,8020860023,Não há Ocorrência para essa Solicitação
49518,8020858415,Não há Ocorrência para essa Solicitação
49519,8020857014,Não há Ocorrência para essa Solicitação
49520,8020856223,Não há Ocorrência para essa Solicitação
49521,8020855515,Arvores em Risco
49522,8020852217,Não há Ocorrência para essa Solicitação
49523,8020850821,Não há Ocorrência para essa Solicitação
49524,8020849623,Não há Ocorrência para essa Solicitação
49525,8020848517,Imoveis com Danos/Risco
49526,8020845219,Não há Ocorrência para essa Solicitação
49527,8020844423,Não há Ocorrência para essa Solicitação
49528,8020842717,Deslizamentos de Barreiras
49529,8020842015,Imoveis com Danos/Risco
49530,8020840815,Arvores em Risco
49531,8020840616,Imoveis com Danos/Risco
49532,8020840221,Não há Ocorrência para essa Solicitação
49533,8020839023,Não há Ocorrência para essa Solicitação
49534,8020837914,Deslizamentos de Barreiras
49535,8020836717,Imoveis com Danos/Risco
49536,8020834420,Não há Ocorrência para essa Solicitação
49537,8020834014,Imoveis com Danos/Risco
49538,8020833223,Não há Ocorrência para essa Solicitação
49539,8020832714,Desabamento Total de Obras de Contencao/Drenagem
49540,8020831517,Não há Ocorrência para essa Solicitação
49541,8020831318,Imoveis com Danos/Risco
49542,8020830323,Imoveis Alagados
49543,8020821821,Não há Ocorrência para essa Solicitação
49544,8020820715,Não há Ocorrência para essa Solicitação
49545,8020818414,Imoveis com Danos/Risco
49546,8020818215,Deslizamentos de Barreiras
49547,8020814516,Deslizamentos de Barreiras
49548,8020814121,Não há Ocorrência para essa Solicitação
49549,8020811815,Muro com Danos
49550,8020811815,Imoveis com Danos/Risco
49551,8020810621,Imoveis com Danos/Risco
49552,8020807518,Não há Ocorrência para essa Solicitação
49553,8020806216,Não há Ocorrência para essa Solicitação
49554,8020806216,Deslizamentos de Barreiras
49555,8020805923,Não há Ocorrência para essa Solicitação
49556,8020804422,Não há Ocorrência para essa Solicitação
49557,8020803117,Imoveis com Danos/Risco
49558,8020803117,Arvores em Risco
49559,8020802023,Não há Ocorrência para essa Solicitação
49560,8020800723,Não há Ocorrência para essa Solicitação
49561,8020800220,Não há Ocorrência para essa Solicitação
49562,8020798817,Arvores em Risco
49563,8020798223,Não há Ocorrência para essa Solicitação
49564,8020797822,Não há Ocorrência para essa Solicitação
49565,8020797120,Não há Ocorrência para essa Solicitação
49566,8020793219,Desabamento Total Imoveis
49567,8020792315,Imoveis com Danos/Risco
49568,8020792020,Imoveis com Danos/Risco
49569,8020791823,Não há Ocorrência para essa Solicitação
49570,8020789920,Não há Ocorrência para essa Solicitação
49571,8020788723,Não há Ocorrência para essa Solicitação
49572,8020786020,Não há Ocorrência para essa Solicitação
49573,8020785823,Não há Ocorrência para essa Solicitação
49574,8020784015,Deslizamentos de Barreiras
49575,8020783020,Não há Ocorrência para essa Solicitação
49576,8020782218,Imoveis com Danos/Risco
49577,8020781820,Não há Ocorrência para essa Solicitação
49578,8020779019,Não há Ocorrência para essa Solicitação
49579,8020777523,Não há Ocorrência para essa Solicitação
49580,8020774316,Não há Ocorrência para essa Solicitação
49581,8020773915,Imoveis com Danos/Risco
49582,8020772917,Não há Ocorrência para essa Solicitação
49583,8020770421,Não há Ocorrência para essa Solicitação
49584,8020770023,Imoveis com Danos/Risco
49585,8020770015,Não há Ocorrência para essa Solicitação
49586,8020769817,Não há Ocorrência para essa Solicitação
49587,8020768714,Não há Ocorrência para essa Solicitação
49588,8020767318,Não há Ocorrência para essa Solicitação
49589,8020767023,Não há Ocorrência para essa Solicitação
49590,8020765723,Não há Ocorrência para essa Solicitação
49591,8020765615,Não há Ocorrência para essa Solicitação
49592,8020763622,Não há Ocorrência para essa Solicitação
49593,8020762715,Arvores em Risco
49594,8020760415,Não há Ocorrência para essa Solicitação
49595,8020760020,Não há Ocorrência para essa Solicitação
49596,8020759723,Não há Ocorrência para essa Solicitação
49597,8020759021,Não há Ocorrência para essa Solicitação
49598,8020758816,Deslizamentos de Barreiras
49599,8020758617,Deslizamentos de Barreiras
49600,8020756022,Não há Ocorrência para essa Solicitação
49601,8020755720,Não há Ocorrência para essa Solicitação
49602,8020755214,Não há Ocorrência para essa Solicitação
49603,8020754216,Imoveis com Danos/Risco
49604,8020754017,Não há Ocorrência para essa Solicitação
49605,8020750915,Deslizamentos de Barreiras
49606,8020750023,Não há Ocorrência para essa Solicitação
49607,8020749717,Muro com Danos
49608,8020748614,Não há Ocorrência para essa Solicitação
49609,8020746621,Arvores em Risco
49610,8020745117,Deslizamentos de Barreiras
49611,8020743920,Não há Ocorrência para essa Solicitação
49612,8020742217,Não há Ocorrência para essa Solicitação
49613,8020739714,Não há Ocorrência para essa Solicitação
49614,8020739515,Deslizamentos de Barreiras
49615,8020739018,Não há Ocorrência para essa Solicitação
49616,8020735015,Não há Ocorrência para essa Solicitação
49617,8020734020,Não há Ocorrência para essa Solicitação
49618,8020732720,Não há Ocorrência para essa Solicitação
49619,8020728514,Não há Ocorrência para essa Solicitação
49620,8020727320,Não há Ocorrência para essa Solicitação
49621,8020727317,Não há Ocorrência para essa Solicitação
49622,8020726015,Arvores em Risco
49623,8020725020,Imoveis com Danos/Risco
49624,8020725020,Arvores em Risco
49625,8020722018,Não há Ocorrência para essa Solicitação
49626,8020720920,Não há Ocorrência para essa Solicitação
49627,8020720414,Não há Ocorrência para essa Solicitação
49628,8020718815,Imoveis com Danos/Risco
49629,8020718417,Não há Ocorrência para essa Solicitação
49630,8020718014,Não há Ocorrência para essa Solicitação
49631,8020716515,Deslizamentos de Barreiras
49632,8020716120,Não há Ocorrência para essa Solicitação
49633,8020716117,Não há Ocorrência para essa Solicitação
49634,8020715014,Não há Ocorrência para essa Solicitação
49635,8020713814,Não há Ocorrência para essa Solicitação
49636,8020713021,Não há Ocorrência para essa Solicitação
49637,8020710715,Deslizamentos de Barreiras
49638,8020710320,Não há Ocorrência para essa Solicitação
49639,8020707615,Deslizamentos de Barreiras
49640,8020703720,Imoveis com Danos/Risco
49641,8020700115,Não há Ocorrência para essa Solicitação
49642,8020697916,Não há Ocorrência para essa Solicitação
49643,8020695420,Não há Ocorrência para essa Solicitação
49644,8020692321,Não há Ocorrência para essa Solicitação
49645,8020690220,Não há Ocorrência para essa Solicitação
49646,8020689221,Não há Ocorrência para essa Solicitação
49647,8020689014,Deslizamentos de Barreiras
49648,8020687515,Deslizamentos de Barreiras
49649,8020687021,Não há Ocorrência para essa Solicitação
49650,8020685721,Não há Ocorrência para essa Solicitação
49651,8020683816,Não há Ocorrência para essa Solicitação
49652,8020681823,Não há Ocorrência para essa Solicitação
49653,8020680521,Não há Ocorrência para essa Solicitação
49654,8020679920,Não há Ocorrência para essa Solicitação
49655,8020677023,Não há Ocorrência para essa Solicitação
49656,8020676622,Não há Ocorrência para essa Solicitação
49657,8020676017,Não há Ocorrência para essa Solicitação
49658,8020674717,Não há Ocorrência para essa Solicitação
49659,8020674015,Não há Ocorrência para essa Solicitação
